leaf,kernel,mode,radius,count,total,key
208220,sphere,cylindrical,0.010000,0,0,0
208214,sphere,cylindrical,0.010000,0,0,0
208215,sphere,cylindrical,0.010000,35,35,0
208188,sphere,cylindrical,0.010000,0,0,0
208191,sphere,cylindrical,0.010000,0,0,0
208192,sphere,cylindrical,0.010000,0,0,0
208193,sphere,cylindrical,0.010000,16,16,0
208194,sphere,cylindrical,0.010000,55,123,0
208096,sphere,cylindrical,0.010000,0,0,0
208155,sphere,cylindrical,0.010000,0,0,0
208097,sphere,cylindrical,0.010000,0,0,0
208098,sphere,cylindrical,0.010000,0,71,2
208111,sphere,cylindrical,0.010000,0,0,0
208104,sphere,cylindrical,0.010000,0,8,2
208109,sphere,cylindrical,0.010000,0,57,2
208110,sphere,cylindrical,0.010000,0,114,2
207638,sphere,cylindrical,0.010000,0,0,0
207639,sphere,cylindrical,0.010000,79,82,1
207664,sphere,cylindrical,0.010000,1,1,0
207644,sphere,cylindrical,0.010000,0,0,0
207661,sphere,cylindrical,0.010000,0,0,0
207646,sphere,cylindrical,0.010000,0,0,0
207647,sphere,cylindrical,0.010000,0,126,2
207660,sphere,cylindrical,0.010000,0,0,0
207653,sphere,cylindrical,0.010000,0,4,2
207658,sphere,cylindrical,0.010000,0,99,2
207659,sphere,cylindrical,0.010000,0,113,2
206507,sphere,cylindrical,0.010000,0,30,2
206506,sphere,cylindrical,0.010000,1,1,0
206422,sphere,cylindrical,0.010000,0,0,0
206423,sphere,cylindrical,0.010000,0,0,0
206433,sphere,cylindrical,0.010000,0,0,0
206434,sphere,cylindrical,0.010000,0,3,2
206436,sphere,cylindrical,0.010000,0,0,0
206437,sphere,cylindrical,0.010000,0,0,0
206438,sphere,cylindrical,0.010000,0,0,0
584408,sphere,cylindrical,0.010000,0,88,2
584409,sphere,cylindrical,0.010000,0,41,0
584396,sphere,cylindrical,0.010000,0,75,2
207633,sphere,cylindrical,0.010000,0,0,0
207634,sphere,cylindrical,0.010000,0,0,0
207616,sphere,cylindrical,0.010000,0,0,0
207617,sphere,cylindrical,0.010000,87,116,0
207626,sphere,cylindrical,0.010000,0,0,0
207627,sphere,cylindrical,0.010000,0,0,0
207628,sphere,cylindrical,0.010000,22,35,0
207619,sphere,cylindrical,0.010000,0,0,0
207620,sphere,cylindrical,0.010000,113,113,0
207594,sphere,cylindrical,0.010000,0,0,0
207595,sphere,cylindrical,0.010000,0,0,0
207596,sphere,cylindrical,0.010000,11,25,0
207597,sphere,cylindrical,0.010000,0,0,0
207614,sphere,cylindrical,0.010000,8,8,0
207615,sphere,cylindrical,0.010000,0,0,0
207590,sphere,cylindrical,0.010000,0,0,0
207591,sphere,cylindrical,0.010000,0,0,0
207574,sphere,cylindrical,0.010000,0,0,0
207575,sphere,cylindrical,0.010000,0,0,0
207576,sphere,cylindrical,0.010000,0,118,2
207546,sphere,cylindrical,0.010000,0,0,0
207563,sphere,cylindrical,0.010000,0,0,0
207564,sphere,cylindrical,0.010000,0,0,0
207548,sphere,cylindrical,0.010000,0,48,2
207551,sphere,cylindrical,0.010000,0,3,2
207552,sphere,cylindrical,0.010000,0,65,2
207555,sphere,cylindrical,0.010000,0,33,2
207556,sphere,cylindrical,0.010000,0,45,2
207557,sphere,cylindrical,0.010000,0,43,2
207558,sphere,cylindrical,0.010000,0,44,2
207560,sphere,cylindrical,0.010000,0,0,0
207561,sphere,cylindrical,0.010000,0,0,0
207492,sphere,cylindrical,0.010000,0,0,0
207493,sphere,cylindrical,0.010000,0,0,0
207496,sphere,cylindrical,0.010000,0,0,0
207513,sphere,cylindrical,0.010000,0,0,0
207530,sphere,cylindrical,0.010000,0,0,0
207514,sphere,cylindrical,0.010000,0,100,2
207528,sphere,cylindrical,0.010000,0,72,2
207456,sphere,cylindrical,0.010000,0,0,0
207457,sphere,cylindrical,0.010000,0,0,0
207460,sphere,cylindrical,0.010000,0,10,0
207461,sphere,cylindrical,0.010000,0,0,0
207485,sphere,cylindrical,0.010000,0,0,0
207486,sphere,cylindrical,0.010000,0,0,0
207487,sphere,cylindrical,0.010000,33,66,0
207471,sphere,cylindrical,0.010000,0,0,0
207475,sphere,cylindrical,0.010000,28,28,0
207476,sphere,cylindrical,0.010000,0,0,0
207466,sphere,cylindrical,0.010000,4,39,0
207467,sphere,cylindrical,0.010000,27,64,0
207468,sphere,cylindrical,0.010000,0,0,0
207469,sphere,cylindrical,0.010000,0,0,0
206547,sphere,cylindrical,0.010000,0,14,2
206530,sphere,cylindrical,0.010000,0,0,0
206531,sphere,cylindrical,0.010000,0,0,0
206535,sphere,cylindrical,0.010000,0,0,0
206536,sphere,cylindrical,0.010000,0,0,0
206537,sphere,cylindrical,0.010000,0,0,0
206541,sphere,cylindrical,0.010000,0,81,2
206542,sphere,cylindrical,0.010000,0,83,2
206519,sphere,cylindrical,0.010000,0,35,2
206520,sphere,cylindrical,0.010000,0,0,0
206521,sphere,cylindrical,0.010000,0,0,0
206523,sphere,cylindrical,0.010000,0,26,2
206524,sphere,cylindrical,0.010000,0,0,0
206525,sphere,cylindrical,0.010000,0,0,0
206526,sphere,cylindrical,0.010000,0,77,2
122225,sphere,cylindrical,0.010000,0,27,2
122226,sphere,cylindrical,0.010000,0,33,2
122213,sphere,cylindrical,0.010000,0,100,2
122215,sphere,cylindrical,0.010000,5,64,0
122216,sphere,cylindrical,0.010000,0,0,0
122217,sphere,cylindrical,0.010000,0,0,0
122218,sphere,cylindrical,0.010000,47,100,0
122219,sphere,cylindrical,0.010000,34,45,0
67854,sphere,cylindrical,0.010000,23,98,1
67625,sphere,cylindrical,0.010000,0,115,2
597085,sphere,cylindrical,0.010000,0,17,2
597086,sphere,cylindrical,0.010000,17,38,0
596568,sphere,cylindrical,0.010000,0,13,2
596571,sphere,cylindrical,0.010000,0,6,0
1040181,sphere,cylindrical,0.010000,1,79,0
468619,sphere,cylindrical,0.010000,3,77,0
468675,sphere,cylindrical,0.010000,0,47,2
468211,sphere,cylindrical,0.010000,8,66,0
468185,sphere,cylindrical,0.010000,0,8,0
740678,sphere,cylindrical,0.010000,0,34,2
740676,sphere,cylindrical,0.010000,0,0,0
740661,sphere,cylindrical,0.010000,0,0,0
740663,sphere,cylindrical,0.010000,0,17,2
740664,sphere,cylindrical,0.010000,0,0,0
740665,sphere,cylindrical,0.010000,0,0,0
740666,sphere,cylindrical,0.010000,0,32,2
740668,sphere,cylindrical,0.010000,0,0,0
740640,sphere,cylindrical,0.010000,0,5,2
740642,sphere,cylindrical,0.010000,0,29,2
740643,sphere,cylindrical,0.010000,33,122,1
740652,sphere,cylindrical,0.010000,25,114,0
740653,sphere,cylindrical,0.010000,12,25,0
740654,sphere,cylindrical,0.010000,0,0,0
740655,sphere,cylindrical,0.010000,0,0,0
740656,sphere,cylindrical,0.010000,53,53,0
740657,sphere,cylindrical,0.010000,16,24,0
740658,sphere,cylindrical,0.010000,0,0,0
740659,sphere,cylindrical,0.010000,0,0,0
740660,sphere,cylindrical,0.010000,1,49,1
740634,sphere,cylindrical,0.010000,0,0,0
740635,sphere,cylindrical,0.010000,0,80,2
740636,sphere,cylindrical,0.010000,0,6,2
740637,sphere,cylindrical,0.010000,0,0,0
740638,sphere,cylindrical,0.010000,0,0,0
189056,sphere,cylindrical,0.010000,0,0,0
188837,sphere,cylindrical,0.010000,1,39,1
188774,sphere,cylindrical,0.010000,0,2,0
188795,sphere,cylindrical,0.010000,1,5,1
187657,sphere,cylindrical,0.010000,0,0,0
187658,sphere,cylindrical,0.010000,0,0,0
187672,sphere,cylindrical,0.010000,0,87,2
187642,sphere,cylindrical,0.010000,3,3,0
187655,sphere,cylindrical,0.010000,0,0,0
187656,sphere,cylindrical,0.010000,0,0,0
187645,sphere,cylindrical,0.010000,0,0,0
187646,sphere,cylindrical,0.010000,113,113,0
187647,sphere,cylindrical,0.010000,2,6,1
187648,sphere,cylindrical,0.010000,0,0,0
187649,sphere,cylindrical,0.010000,0,0,0
187650,sphere,cylindrical,0.010000,0,0,0
187634,sphere,cylindrical,0.010000,0,0,0
187635,sphere,cylindrical,0.010000,0,0,0
186681,sphere,cylindrical,0.010000,0,0,0
186683,sphere,cylindrical,0.010000,0,10,2
186686,sphere,cylindrical,0.010000,0,57,2
186625,sphere,cylindrical,0.010000,0,0,0
186626,sphere,cylindrical,0.010000,0,0,0
186674,sphere,cylindrical,0.010000,2,2,0
186653,sphere,cylindrical,0.010000,0,0,0
186654,sphere,cylindrical,0.010000,0,0,0
186663,sphere,cylindrical,0.010000,97,97,0
186664,sphere,cylindrical,0.010000,0,0,0
186659,sphere,cylindrical,0.010000,72,72,0
186660,sphere,cylindrical,0.010000,0,0,0
186661,sphere,cylindrical,0.010000,0,0,0
186662,sphere,cylindrical,0.010000,0,18,0
186646,sphere,cylindrical,0.010000,0,0,0
186647,sphere,cylindrical,0.010000,0,0,0
186650,sphere,cylindrical,0.010000,98,98,0
186651,sphere,cylindrical,0.010000,13,13,0
186623,sphere,cylindrical,0.010000,0,0,0
186624,sphere,cylindrical,0.010000,0,0,0
186594,sphere,cylindrical,0.010000,0,44,2
186595,sphere,cylindrical,0.010000,0,36,2
859108,sphere,cylindrical,0.010000,0,0,0
859100,sphere,cylindrical,0.010000,6,94,1
859107,sphere,cylindrical,0.010000,9,96,1
856583,sphere,cylindrical,0.010000,0,110,0
856577,sphere,cylindrical,0.010000,0,0,0
856578,sphere,cylindrical,0.010000,0,0,0
856579,sphere,cylindrical,0.010000,22,97,0
856580,sphere,cylindrical,0.010000,21,98,0
794004,sphere,cylindrical,0.010000,10,56,0
794054,sphere,cylindrical,0.010000,0,52,2
794055,sphere,cylindrical,0.010000,0,54,2
794046,sphere,cylindrical,0.010000,0,96,2
794051,sphere,cylindrical,0.010000,0,64,2
794005,sphere,cylindrical,0.010000,76,76,0
794006,sphere,cylindrical,0.010000,0,0,0
794007,sphere,cylindrical,0.010000,0,0,0
794008,sphere,cylindrical,0.010000,0,5,1
794009,sphere,cylindrical,0.010000,0,8,1
794011,sphere,cylindrical,0.010000,0,0,0
794012,sphere,cylindrical,0.010000,47,47,0
794000,sphere,cylindrical,0.010000,0,0,0
794001,sphere,cylindrical,0.010000,0,15,2
794002,sphere,cylindrical,0.010000,0,0,0
794003,sphere,cylindrical,0.010000,0,0,0
26028,sphere,cylindrical,0.010000,5,47,2
65686,sphere,cylindrical,0.010000,15,81,0
1164501,sphere,cylindrical,0.010000,4,85,2
872291,sphere,cylindrical,0.010000,5,15,1
872308,sphere,cylindrical,0.010000,0,77,1
872311,sphere,cylindrical,0.010000,1,1,0
872300,sphere,cylindrical,0.010000,5,38,1
872301,sphere,cylindrical,0.010000,0,0,0
872298,sphere,cylindrical,0.010000,0,0,0
872299,sphere,cylindrical,0.010000,9,41,0
872282,sphere,cylindrical,0.010000,0,21,2
872286,sphere,cylindrical,0.010000,0,29,2
1000132,sphere,cylindrical,0.010000,8,92,0
1128749,sphere,cylindrical,0.010000,11,44,2
1128750,sphere,cylindrical,0.010000,0,31,2
297880,sphere,cylindrical,0.010000,22,123,0
297881,sphere,cylindrical,0.010000,79,83,0
297886,sphere,cylindrical,0.010000,0,79,2
297887,sphere,cylindrical,0.010000,0,21,2
297877,sphere,cylindrical,0.010000,0,53,2
297878,sphere,cylindrical,0.010000,0,0,0
297879,sphere,cylindrical,0.010000,0,0,0
297835,sphere,cylindrical,0.010000,5,108,1
297836,sphere,cylindrical,0.010000,9,22,0
297839,sphere,cylindrical,0.010000,0,5,2
297831,sphere,cylindrical,0.010000,0,0,0
297832,sphere,cylindrical,0.010000,0,0,0
1232,sphere,cylindrical,0.010000,9,61,2
248961,sphere,cylindrical,0.010000,0,0,0
248984,sphere,cylindrical,0.010000,0,15,0
248985,sphere,cylindrical,0.010000,0,0,0
248986,sphere,cylindrical,0.010000,95,95,0
248987,sphere,cylindrical,0.010000,0,0,0
248988,sphere,cylindrical,0.010000,0,0,0
248989,sphere,cylindrical,0.010000,0,0,0
248990,sphere,cylindrical,0.010000,0,0,0
248962,sphere,cylindrical,0.010000,4,4,0
248963,sphere,cylindrical,0.010000,0,0,0
248975,sphere,cylindrical,0.010000,0,0,0
248976,sphere,cylindrical,0.010000,0,0,0
248977,sphere,cylindrical,0.010000,0,0,0
248979,sphere,cylindrical,0.010000,0,0,0
248980,sphere,cylindrical,0.010000,98,98,0
248982,sphere,cylindrical,0.010000,18,18,0
248983,sphere,cylindrical,0.010000,20,119,0
248892,sphere,cylindrical,0.010000,0,105,2
248899,sphere,cylindrical,0.010000,0,119,2
248900,sphere,cylindrical,0.010000,0,84,2
248909,sphere,cylindrical,0.010000,0,21,2
248901,sphere,cylindrical,0.010000,0,0,0
248519,sphere,cylindrical,0.010000,0,0,0
248528,sphere,cylindrical,0.010000,0,0,0
248529,sphere,cylindrical,0.010000,0,0,0
248530,sphere,cylindrical,0.010000,0,0,0
248531,sphere,cylindrical,0.010000,1,47,1
248532,sphere,cylindrical,0.010000,30,94,0
248533,sphere,cylindrical,0.010000,0,0,0
248523,sphere,cylindrical,0.010000,7,29,0
248524,sphere,cylindrical,0.010000,0,0,0
247955,sphere,cylindrical,0.010000,0,69,2
247938,sphere,cylindrical,0.010000,0,0,0
247940,sphere,cylindrical,0.010000,0,51,2
247941,sphere,cylindrical,0.010000,0,0,0
247942,sphere,cylindrical,0.010000,0,0,0
247943,sphere,cylindrical,0.010000,0,100,2
247945,sphere,cylindrical,0.010000,0,0,0
1190893,sphere,cylindrical,0.010000,0,34,0
251385,sphere,cylindrical,0.010000,0,0,0
251386,sphere,cylindrical,0.010000,0,0,0
251410,sphere,cylindrical,0.010000,0,0,0
251413,sphere,cylindrical,0.010000,0,0,0
251414,sphere,cylindrical,0.010000,32,82,1
251390,sphere,cylindrical,0.010000,0,0,0
251391,sphere,cylindrical,0.010000,0,0,0
251392,sphere,cylindrical,0.010000,2,11,0
251393,sphere,cylindrical,0.010000,0,0,0
251394,sphere,cylindrical,0.010000,1,1,0
251395,sphere,cylindrical,0.010000,84,84,0
251396,sphere,cylindrical,0.010000,0,0,0
251321,sphere,cylindrical,0.010000,0,0,0
251322,sphere,cylindrical,0.010000,23,23,0
251323,sphere,cylindrical,0.010000,0,0,0
251324,sphere,cylindrical,0.010000,0,0,0
251325,sphere,cylindrical,0.010000,0,0,0
251326,sphere,cylindrical,0.010000,0,0,0
251370,sphere,cylindrical,0.010000,0,0,0
251371,sphere,cylindrical,0.010000,0,0,0
251372,sphere,cylindrical,0.010000,1,34,0
251373,sphere,cylindrical,0.010000,0,0,0
251374,sphere,cylindrical,0.010000,0,0,0
251375,sphere,cylindrical,0.010000,0,64,1
251376,sphere,cylindrical,0.010000,21,79,0
251365,sphere,cylindrical,0.010000,14,14,0
251366,sphere,cylindrical,0.010000,0,0,0
251369,sphere,cylindrical,0.010000,0,0,0
251327,sphere,cylindrical,0.010000,0,0,0
251328,sphere,cylindrical,0.010000,47,101,0
251329,sphere,cylindrical,0.010000,55,55,0
251330,sphere,cylindrical,0.010000,0,0,0
251334,sphere,cylindrical,0.010000,0,0,0
251123,sphere,cylindrical,0.010000,0,12,2
251124,sphere,cylindrical,0.010000,0,37,2
251121,sphere,cylindrical,0.010000,0,30,2
251122,sphere,cylindrical,0.010000,0,79,2
249362,sphere,cylindrical,0.010000,0,0,0
249363,sphere,cylindrical,0.010000,0,0,0
249365,sphere,cylindrical,0.010000,0,0,0
249360,sphere,cylindrical,0.010000,0,110,2
249356,sphere,cylindrical,0.010000,0,35,2
249359,sphere,cylindrical,0.010000,0,115,2
249254,sphere,cylindrical,0.010000,0,0,0
249257,sphere,cylindrical,0.010000,0,0,0
758455,sphere,cylindrical,0.010000,0,47,2
758433,sphere,cylindrical,0.010000,0,48,2
758420,sphere,cylindrical,0.010000,0,34,2
758411,sphere,cylindrical,0.010000,0,39,2
758386,sphere,cylindrical,0.010000,11,37,0
758403,sphere,cylindrical,0.010000,4,94,1
758404,sphere,cylindrical,0.010000,0,0,0
758407,sphere,cylindrical,0.010000,0,0,0
758364,sphere,cylindrical,0.010000,22,52,0
758365,sphere,cylindrical,0.010000,0,0,0
758377,sphere,cylindrical,0.010000,0,0,0
758379,sphere,cylindrical,0.010000,52,52,0
758380,sphere,cylindrical,0.010000,6,32,0
758384,sphere,cylindrical,0.010000,0,0,0
758310,sphere,cylindrical,0.010000,0,88,2
758317,sphere,cylindrical,0.010000,0,9,1
758299,sphere,cylindrical,0.010000,0,7,0
758309,sphere,cylindrical,0.010000,0,6,2
437345,sphere,cylindrical,0.010000,0,0,0
437346,sphere,cylindrical,0.010000,0,93,2
437367,sphere,cylindrical,0.010000,27,123,2
437362,sphere,cylindrical,0.010000,35,55,2
770996,sphere,cylindrical,0.010000,0,120,2
771010,sphere,cylindrical,0.010000,0,47,2
770993,sphere,cylindrical,0.010000,0,76,2
770994,sphere,cylindrical,0.010000,0,0,0
770961,sphere,cylindrical,0.010000,0,0,0
770962,sphere,cylindrical,0.010000,0,13,2
752023,sphere,cylindrical,0.010000,0,35,2
752024,sphere,cylindrical,0.010000,0,71,2
752039,sphere,cylindrical,0.010000,0,0,0
752040,sphere,cylindrical,0.010000,15,50,0
752014,sphere,cylindrical,0.010000,126,126,0
752015,sphere,cylindrical,0.010000,0,0,0
751994,sphere,cylindrical,0.010000,0,78,2
751995,sphere,cylindrical,0.010000,0,46,2
752010,sphere,cylindrical,0.010000,0,0,0
752011,sphere,cylindrical,0.010000,78,78,0
751978,sphere,cylindrical,0.010000,23,57,0
751979,sphere,cylindrical,0.010000,0,0,0
668517,sphere,cylindrical,0.010000,0,40,2
660518,sphere,cylindrical,0.010000,0,0,0
660528,sphere,cylindrical,0.010000,19,124,0
660460,sphere,cylindrical,0.010000,0,126,2
660451,sphere,cylindrical,0.010000,0,0,0
660441,sphere,cylindrical,0.010000,0,0,0
660442,sphere,cylindrical,0.010000,7,8,0
660443,sphere,cylindrical,0.010000,33,33,0
660444,sphere,cylindrical,0.010000,0,0,0
660445,sphere,cylindrical,0.010000,0,0,0
660446,sphere,cylindrical,0.010000,105,105,0
660447,sphere,cylindrical,0.010000,12,21,0
660448,sphere,cylindrical,0.010000,0,0,0
8529,sphere,cylindrical,0.010000,0,94,2
8530,sphere,cylindrical,0.010000,10,105,0
570508,sphere,cylindrical,0.010000,0,34,0
570511,sphere,cylindrical,0.010000,1,50,0
28844,sphere,cylindrical,0.010000,2,123,2
418705,sphere,cylindrical,0.010000,0,0,0
418699,sphere,cylindrical,0.010000,0,0,0
418691,sphere,cylindrical,0.010000,0,0,0
418692,sphere,cylindrical,0.010000,0,0,0
418693,sphere,cylindrical,0.010000,0,0,0
418694,sphere,cylindrical,0.010000,0,0,0
418695,sphere,cylindrical,0.010000,29,89,0
418696,sphere,cylindrical,0.010000,16,73,0
418697,sphere,cylindrical,0.010000,1,1,0
418698,sphere,cylindrical,0.010000,0,0,0
418629,sphere,cylindrical,0.010000,0,9,2
660345,sphere,cylindrical,0.010000,0,0,0
660467,sphere,cylindrical,0.010000,71,75,1
660468,sphere,cylindrical,0.010000,0,124,2
770836,sphere,cylindrical,0.010000,0,0,0
770837,sphere,cylindrical,0.010000,0,0,0
770790,sphere,cylindrical,0.010000,0,0,0
770797,sphere,cylindrical,0.010000,0,18,2
770789,sphere,cylindrical,0.010000,0,53,2
770751,sphere,cylindrical,0.010000,0,0,0
770756,sphere,cylindrical,0.010000,0,0,0
752239,sphere,cylindrical,0.010000,0,0,0
752244,sphere,cylindrical,0.010000,0,101,2
752231,sphere,cylindrical,0.010000,2,33,0
752236,sphere,cylindrical,0.010000,0,0,0
752219,sphere,cylindrical,0.010000,8,9,0
752220,sphere,cylindrical,0.010000,0,0,0
752217,sphere,cylindrical,0.010000,0,0,0
752218,sphere,cylindrical,0.010000,8,13,0
752187,sphere,cylindrical,0.010000,0,0,0
752190,sphere,cylindrical,0.010000,0,15,2
752185,sphere,cylindrical,0.010000,0,4,0
752186,sphere,cylindrical,0.010000,0,0,0
535548,sphere,cylindrical,0.010000,0,0,0
535567,sphere,cylindrical,0.010000,0,11,0
535569,sphere,cylindrical,0.010000,8,41,0
535574,sphere,cylindrical,0.010000,0,0,0
535541,sphere,cylindrical,0.010000,0,15,2
535546,sphere,cylindrical,0.010000,5,28,0
534214,sphere,cylindrical,0.010000,0,2,0
534233,sphere,cylindrical,0.010000,0,0,0
534235,sphere,cylindrical,0.010000,5,24,0
534240,sphere,cylindrical,0.010000,0,16,2
534207,sphere,cylindrical,0.010000,1,1,0
534212,sphere,cylindrical,0.010000,6,40,0
189547,sphere,cylindrical,0.010000,0,37,0
189514,sphere,cylindrical,0.010000,0,93,2
189001,sphere,cylindrical,0.010000,0,0,0
188778,sphere,cylindrical,0.010000,0,18,0
181892,sphere,cylindrical,0.010000,0,40,2
181893,sphere,cylindrical,0.010000,0,40,0
181656,sphere,cylindrical,0.010000,1,1,0
181657,sphere,cylindrical,0.010000,0,10,2
181136,sphere,cylindrical,0.010000,2,41,0
181064,sphere,cylindrical,0.010000,17,21,0
181066,sphere,cylindrical,0.010000,0,0,0
181078,sphere,cylindrical,0.010000,0,18,2
181079,sphere,cylindrical,0.010000,0,30,2
181080,sphere,cylindrical,0.010000,0,80,2
181081,sphere,cylindrical,0.010000,0,43,2
54014,sphere,cylindrical,0.010000,3,118,0
419919,sphere,cylindrical,0.010000,31,94,2
1168514,sphere,cylindrical,0.010000,6,128,1
500802,sphere,cylindrical,0.010000,0,39,2
500820,sphere,cylindrical,0.010000,11,116,0
500805,sphere,cylindrical,0.010000,0,26,2
500806,sphere,cylindrical,0.010000,2,57,0
500807,sphere,cylindrical,0.010000,5,34,0
500808,sphere,cylindrical,0.010000,0,36,2
331324,sphere,cylindrical,0.010000,0,32,2
331373,sphere,cylindrical,0.010000,52,54,0
331358,sphere,cylindrical,0.010000,0,0,0
331363,sphere,cylindrical,0.010000,0,0,0
331364,sphere,cylindrical,0.010000,116,116,0
331365,sphere,cylindrical,0.010000,1,1,0
331366,sphere,cylindrical,0.010000,0,0,0
331349,sphere,cylindrical,0.010000,0,0,0
331348,sphere,cylindrical,0.010000,0,0,0
329646,sphere,cylindrical,0.010000,0,109,2
329659,sphere,cylindrical,0.010000,0,0,0
329683,sphere,cylindrical,0.010000,0,0,0
329675,sphere,cylindrical,0.010000,0,0,0
329676,sphere,cylindrical,0.010000,85,85,0
329677,sphere,cylindrical,0.010000,0,0,0
329678,sphere,cylindrical,0.010000,0,0,0
329679,sphere,cylindrical,0.010000,0,0,0
329680,sphere,cylindrical,0.010000,0,0,0
329674,sphere,cylindrical,0.010000,0,0,0
329666,sphere,cylindrical,0.010000,0,7,0
329669,sphere,cylindrical,0.010000,0,0,0
329670,sphere,cylindrical,0.010000,0,0,0
329673,sphere,cylindrical,0.010000,14,70,0
329649,sphere,cylindrical,0.010000,0,0,0
329650,sphere,cylindrical,0.010000,0,0,0
329651,sphere,cylindrical,0.010000,9,34,1
329652,sphere,cylindrical,0.010000,94,94,0
329621,sphere,cylindrical,0.010000,0,0,0
329622,sphere,cylindrical,0.010000,0,0,0
329623,sphere,cylindrical,0.010000,0,119,2
329624,sphere,cylindrical,0.010000,0,116,2
258588,sphere,cylindrical,0.010000,0,0,0
258591,sphere,cylindrical,0.010000,0,0,0
258609,sphere,cylindrical,0.010000,0,88,2
258598,sphere,cylindrical,0.010000,0,94,2
258601,sphere,cylindrical,0.010000,0,61,2
258582,sphere,cylindrical,0.010000,0,0,0
258585,sphere,cylindrical,0.010000,0,0,0
594086,sphere,cylindrical,0.010000,0,19,2
594032,sphere,cylindrical,0.010000,27,127,0
594033,sphere,cylindrical,0.010000,0,121,2
109349,sphere,cylindrical,0.010000,5,23,1
109252,sphere,cylindrical,0.010000,25,83,0
109249,sphere,cylindrical,0.010000,0,102,2
945214,sphere,cylindrical,0.010000,0,66,0
945217,sphere,cylindrical,0.010000,15,40,1
759468,sphere,cylindrical,0.010000,0,0,0
759471,sphere,cylindrical,0.010000,0,0,0
759466,sphere,cylindrical,0.010000,0,55,2
759372,sphere,cylindrical,0.010000,0,111,2
759373,sphere,cylindrical,0.010000,0,14,0
759382,sphere,cylindrical,0.010000,26,46,0
759383,sphere,cylindrical,0.010000,3,62,1
