leaf,kernel,mode,radius,L,neighbours,count,total,key,threshold,maxPointsLeaf
187646,sphere,polar,0.005,0.00343747,29,55,113,0,16,128
186663,sphere,polar,0.005,0.00343747,5,56,97,0,16,128
186668,sphere,polar,0.005,0.00171873,47,98,98,0,16,128
856583,sphere,polar,0.005,0.0274998,0,0,110,0,16,128
856579,sphere,polar,0.005,0.0137499,7,16,97,0,16,128
856580,sphere,polar,0.005,0.0137499,3,14,98,0,16,128
794004,sphere,polar,0.005,0.0137499,0,1,56,0,16,128
794005,sphere,polar,0.005,0.00687494,42,45,76,0,16,128
794012,sphere,polar,0.005,0.00687494,9,22,47,0,16,128
26028,sphere,polar,0.005,0.219998,1,2,47,0,16,128
65686,sphere,polar,0.005,0.0549995,1,6,81,0,16,128
1164501,sphere,polar,0.005,0.439996,1,2,85,0,16,128
872299,sphere,polar,0.005,0.0137499,4,6,41,0,16,128
1000132,sphere,polar,0.005,0.0549995,2,3,92,0,16,128
1128749,sphere,polar,0.005,0.0549995,1,13,44,0,16,128
1128750,sphere,polar,0.005,0.0549995,0,6,31,0,16,128
297880,sphere,polar,0.005,0.0137499,0,6,123,0,16,128
297881,sphere,polar,0.005,0.0137499,45,47,83,0,16,128
1232,sphere,polar,0.005,0.219998,1,3,61,0,16,128
248986,sphere,polar,0.005,0.00687494,7,50,95,0,16,128
248965,sphere,polar,0.005,0.00343747,60,111,111,0,16,128
248981,sphere,polar,0.005,0.00171873,0,13,61,0,16,128
248968,sphere,polar,0.005,0.00171873,52,60,60,0,16,128
248971,sphere,polar,0.005,0.00171873,4,12,34,0,16,128
248972,sphere,polar,0.005,0.00171873,12,14,29,0,16,128
1190893,sphere,polar,0.005,0.109999,1,5,34,0,16,128
251322,sphere,polar,0.005,0.00687494,0,1,23,0,16,128
251359,sphere,polar,0.005,0.00171873,121,125,125,0,16,128
251362,sphere,polar,0.005,0.00171873,27,32,100,0,16,128
251363,sphere,polar,0.005,0.00171873,12,20,24,0,16,128
251347,sphere,polar,0.005,0.00171873,40,40,40,0,16,128
251338,sphere,polar,0.005,0.000859367,8,19,45,0,16,128
251341,sphere,polar,0.005,0.000859367,20,37,37,0,16,128
251332,sphere,polar,0.005,0.00171873,5,11,25,0,16,128
251333,sphere,polar,0.005,0.00171873,0,25,111,0,16,128
758386,sphere,polar,0.005,0.0137499,0,6,37,0,16,128
758364,sphere,polar,0.005,0.0137499,1,10,52,0,16,128
758379,sphere,polar,0.005,0.00687494,24,52,52,0,16,128
437346,sphere,polar,0.005,0.109999,0,12,93,0,16,128
437367,sphere,polar,0.005,0.0549995,1,23,123,0,16,128
437362,sphere,polar,0.005,0.0274998,10,44,55,0,16,128
770996,sphere,polar,0.005,0.0137499,0,14,120,0,16,128
771010,sphere,polar,0.005,0.0137499,0,9,47,0,16,128
752023,sphere,polar,0.005,0.0137499,0,14,35,0,16,128
752024,sphere,polar,0.005,0.0137499,0,21,71,0,16,128
752040,sphere,polar,0.005,0.00687494,1,8,50,0,16,128
752014,sphere,polar,0.005,0.00687494,12,25,126,0,16,128
751994,sphere,polar,0.005,0.0137499,0,9,78,0,16,128
751995,sphere,polar,0.005,0.0137499,0,4,46,0,16,128
752011,sphere,polar,0.005,0.00687494,13,19,78,0,16,128
751978,sphere,polar,0.005,0.00687494,6,12,57,0,16,128
660443,sphere,polar,0.005,0.00687494,10,15,33,0,16,128
660446,sphere,polar,0.005,0.00687494,16,29,105,0,16,128
8530,sphere,polar,0.005,0.109999,1,5,105,0,16,128
570508,sphere,polar,0.005,0.0549995,0,0,34,0,16,128
570511,sphere,polar,0.005,0.0549995,1,1,50,0,16,128
28844,sphere,polar,0.005,0.439996,1,5,123,0,16,128
418695,sphere,polar,0.005,0.00687494,3,14,89,0,16,128
418696,sphere,polar,0.005,0.00687494,0,10,73,0,16,128
660467,sphere,polar,0.005,0.0137499,25,75,75,0,16,128
660468,sphere,polar,0.005,0.0137499,0,124,124,0,16,128
770789,sphere,polar,0.005,0.0137499,0,20,53,0,16,128
752231,sphere,polar,0.005,0.00687494,1,1,33,0,16,128
535569,sphere,polar,0.005,0.0137499,3,5,41,0,16,128
535546,sphere,polar,0.005,0.0137499,0,1,28,0,16,128
534235,sphere,polar,0.005,0.0137499,0,4,24,0,16,128
534212,sphere,polar,0.005,0.0137499,0,4,40,0,16,128
189547,sphere,polar,0.005,0.0274998,0,0,37,0,16,128
189514,sphere,polar,0.005,0.0274998,0,1,93,0,16,128
188778,sphere,polar,0.005,0.0137499,0,0,18,0,16,128
181893,sphere,polar,0.005,0.0137499,0,0,40,0,16,128
181136,sphere,polar,0.005,0.0274998,0,1,41,0,16,128
181064,sphere,polar,0.005,0.0137499,10,16,21,0,16,128
54014,sphere,polar,0.005,0.219998,1,2,118,0,16,128
419919,sphere,polar,0.005,0.219998,6,14,94,0,16,128
1168514,sphere,polar,0.005,0.219998,1,6,128,0,16,128
500802,sphere,polar,0.005,0.0549995,0,2,39,0,16,128
500820,sphere,polar,0.005,0.0274998,4,5,116,0,16,128
500807,sphere,polar,0.005,0.0137499,0,2,34,0,16,128
329676,sphere,polar,0.005,0.00343747,0,52,85,0,16,128
329681,sphere,polar,0.005,0.00343747,52,61,61,0,16,128
329652,sphere,polar,0.005,0.00687494,61,79,94,0,16,128
594032,sphere,polar,0.005,0.0274998,2,14,127,0,16,128
109252,sphere,polar,0.005,0.109999,5,10,83,0,16,128
945214,sphere,polar,0.005,0.0549995,0,0,66,0,16,128
945217,sphere,polar,0.005,0.0274998,1,12,40,0,16,128
759382,sphere,polar,0.005,0.00687494,0,9,46,0,16,128
759389,sphere,polar,0.005,0.00687494,32,98,98,0,16,128
278012,sphere,polar,0.005,0.0274998,0,0,93,0,16,128
278020,sphere,polar,0.005,0.00171873,20,32,47,0,16,128
278021,sphere,polar,0.005,0.00171873,8,20,61,0,16,128
277841,sphere,polar,0.005,0.00343747,11,43,114,0,16,128
277834,sphere,polar,0.005,0.00171873,32,43,43,0,16,128
277835,sphere,polar,0.005,0.00171873,31,47,47,0,16,128
277817,sphere,polar,0.005,0.00343747,66,73,105,0,16,128
277818,sphere,polar,0.005,0.00171873,5,22,71,0,16,128
516903,sphere,polar,0.005,0.0274998,4,9,116,0,16,128
648724,sphere,polar,0.005,0.0137499,0,31,89,0,16,128
648651,sphere,polar,0.005,0.0137499,0,0,86,0,16,128
648611,sphere,polar,0.005,0.0137499,0,1,70,0,16,128
648615,sphere,polar,0.005,0.00687494,1,2,17,0,16,128
648616,sphere,polar,0.005,0.00687494,21,67,67,0,16,128
1179936,sphere,polar,0.005,0.219998,1,3,49,0,16,128
731978,sphere,polar,0.005,0.0274998,0,3,55,0,16,128
731970,sphere,polar,0.005,0.0137499,7,36,36,0,16,128
603705,sphere,polar,0.005,0.0274998,3,6,55,0,16,128
53751,sphere,polar,0.005,0.219998,0,2,94,0,16,128
53758,sphere,polar,0.005,0.109999,1,2,33,0,16,128
1032356,sphere,polar,0.005,0.219998,1,1,45,0,16,128
509008,sphere,polar,0.005,0.0274998,8,15,120,0,16,128
957673,sphere,polar,0.005,0.0137499,0,7,30,0,16,128
1142535,sphere,polar,0.005,0.109999,1,10,104,0,16,128
251387,sphere,polar,0.005,0.00687494,0,1,17,0,16,128
251403,sphere,polar,0.005,0.00171873,66,110,110,0,16,128
251406,sphere,polar,0.005,0.00171873,38,39,39,0,16,128
251398,sphere,polar,0.005,0.00171873,0,13,56,0,16,128
885390,sphere,polar,0.005,0.0549995,0,0,78,0,16,128
884074,sphere,polar,0.005,0.0137499,1,3,39,0,16,128
884069,sphere,polar,0.005,0.0137499,1,6,54,0,16,128
884070,sphere,polar,0.005,0.0137499,0,2,25,0,16,128
938696,sphere,polar,0.005,0.0549995,1,3,55,0,16,128
738196,sphere,polar,0.005,0.0274998,1,2,91,0,16,128
738162,sphere,polar,0.005,0.0137499,1,4,21,0,16,128
738163,sphere,polar,0.005,0.0137499,0,2,29,0,16,128
736404,sphere,polar,0.005,0.0137499,0,6,57,0,16,128
736379,sphere,polar,0.005,0.0549995,3,7,95,0,16,128
736302,sphere,polar,0.005,0.0137499,0,6,38,0,16,128
208207,sphere,polar,0.005,0.00343747,72,116,116,0,16,128
208208,sphere,polar,0.005,0.00171873,53,53,53,0,16,128
208209,sphere,polar,0.005,0.00171873,11,42,82,0,16,128
208218,sphere,polar,0.005,0.00171873,3,12,24,0,16,128
207639,sphere,polar,0.005,0.0137499,44,73,82,0,16,128
206507,sphere,polar,0.005,0.0274998,0,0,30,0,16,128
584409,sphere,polar,0.005,0.0274998,0,20,41,0,16,128
207621,sphere,polar,0.005,0.00171873,23,59,59,0,16,128
207622,sphere,polar,0.005,0.00171873,85,85,85,0,16,128
207623,sphere,polar,0.005,0.00171873,0,20,45,0,16,128
207601,sphere,polar,0.005,0.00171873,30,42,42,0,16,128
207480,sphere,polar,0.005,0.00171873,0,17,48,0,16,128
207481,sphere,polar,0.005,0.00171873,82,82,82,0,16,128
207482,sphere,polar,0.005,0.00171873,35,60,101,0,16,128
122218,sphere,polar,0.005,0.0137499,23,29,100,0,16,128
122219,sphere,polar,0.005,0.0137499,21,23,45,0,16,128
67854,sphere,polar,0.005,0.0549995,1,15,98,0,16,128
67625,sphere,polar,0.005,0.0549995,0,16,115,0,16,128
597086,sphere,polar,0.005,0.0274998,3,4,38,0,16,128
1040181,sphere,polar,0.005,0.879992,1,1,79,0,16,128
468619,sphere,polar,0.005,0.109999,1,3,77,0,16,128
468675,sphere,polar,0.005,0.0274998,0,1,47,0,16,128
468211,sphere,polar,0.005,0.0549995,0,3,66,0,16,128
740656,sphere,polar,0.005,0.00687494,15,53,53,0,16,128
187643,sphere,polar,0.005,0.00343747,62,114,114,0,16,128
187646,sphere,polar,0.005,0.00343747,29,55,113,0,16,128
186663,sphere,polar,0.005,0.00343747,5,56,97,0,16,128
186668,sphere,polar,0.005,0.00171873,47,98,98,0,16,128
856583,sphere,polar,0.005,0.0274998,0,0,110,0,16,128
856579,sphere,polar,0.005,0.0137499,7,16,97,0,16,128
856580,sphere,polar,0.005,0.0137499,3,14,98,0,16,128
794004,sphere,polar,0.005,0.0137499,0,1,56,0,16,128
794005,sphere,polar,0.005,0.00687494,42,45,76,0,16,128
794012,sphere,polar,0.005,0.00687494,9,22,47,0,16,128
26028,sphere,polar,0.005,0.219998,1,2,47,0,16,128
65686,sphere,polar,0.005,0.0549995,1,6,81,0,16,128
1164501,sphere,polar,0.005,0.439996,1,2,85,0,16,128
872299,sphere,polar,0.005,0.0137499,4,6,41,0,16,128
1000132,sphere,polar,0.005,0.0549995,2,3,92,0,16,128
1128749,sphere,polar,0.005,0.0549995,1,13,44,0,16,128
1128750,sphere,polar,0.005,0.0549995,0,6,31,0,16,128
297880,sphere,polar,0.005,0.0137499,0,6,123,0,16,128
297881,sphere,polar,0.005,0.0137499,45,47,83,0,16,128
1232,sphere,polar,0.005,0.219998,1,3,61,0,16,128
248986,sphere,polar,0.005,0.00687494,7,50,95,0,16,128
248965,sphere,polar,0.005,0.00343747,60,111,111,0,16,128
248981,sphere,polar,0.005,0.00171873,0,13,61,0,16,128
248968,sphere,polar,0.005,0.00171873,52,60,60,0,16,128
248971,sphere,polar,0.005,0.00171873,4,12,34,0,16,128
248972,sphere,polar,0.005,0.00171873,12,14,29,0,16,128
1190893,sphere,polar,0.005,0.109999,1,5,34,0,16,128
251322,sphere,polar,0.005,0.00687494,0,1,23,0,16,128
251359,sphere,polar,0.005,0.00171873,121,125,125,0,16,128
251362,sphere,polar,0.005,0.00171873,27,32,100,0,16,128
251363,sphere,polar,0.005,0.00171873,12,20,24,0,16,128
251347,sphere,polar,0.005,0.00171873,40,40,40,0,16,128
251338,sphere,polar,0.005,0.000859367,8,19,45,0,16,128
251341,sphere,polar,0.005,0.000859367,20,37,37,0,16,128
251332,sphere,polar,0.005,0.00171873,5,11,25,0,16,128
251333,sphere,polar,0.005,0.00171873,0,25,111,0,16,128
758386,sphere,polar,0.005,0.0137499,0,6,37,0,16,128
758364,sphere,polar,0.005,0.0137499,1,10,52,0,16,128
758379,sphere,polar,0.005,0.00687494,24,52,52,0,16,128
437346,sphere,polar,0.005,0.109999,0,12,93,0,16,128
437367,sphere,polar,0.005,0.0549995,1,23,123,0,16,128
437362,sphere,polar,0.005,0.0274998,10,44,55,0,16,128
770996,sphere,polar,0.005,0.0137499,0,14,120,0,16,128
771010,sphere,polar,0.005,0.0137499,0,9,47,0,16,128
752023,sphere,polar,0.005,0.0137499,0,14,35,0,16,128
752024,sphere,polar,0.005,0.0137499,0,21,71,0,16,128
752040,sphere,polar,0.005,0.00687494,1,8,50,0,16,128
752014,sphere,polar,0.005,0.00687494,12,25,126,0,16,128
751994,sphere,polar,0.005,0.0137499,0,9,78,0,16,128
751995,sphere,polar,0.005,0.0137499,0,4,46,0,16,128
752011,sphere,polar,0.005,0.00687494,13,19,78,0,16,128
751978,sphere,polar,0.005,0.00687494,6,12,57,0,16,128
660443,sphere,polar,0.005,0.00687494,10,15,33,0,16,128
660446,sphere,polar,0.005,0.00687494,16,29,105,0,16,128
8530,sphere,polar,0.005,0.109999,1,5,105,0,16,128
570508,sphere,polar,0.005,0.0549995,0,0,34,0,16,128
570511,sphere,polar,0.005,0.0549995,1,1,50,0,16,128
28844,sphere,polar,0.005,0.439996,1,5,123,0,16,128
418695,sphere,polar,0.005,0.00687494,3,14,89,0,16,128
418696,sphere,polar,0.005,0.00687494,0,10,73,0,16,128
660467,sphere,polar,0.005,0.0137499,25,75,75,0,16,128
660468,sphere,polar,0.005,0.0137499,0,124,124,0,16,128
770789,sphere,polar,0.005,0.0137499,0,20,53,0,16,128
752231,sphere,polar,0.005,0.00687494,1,1,33,0,16,128
535569,sphere,polar,0.005,0.0137499,3,5,41,0,16,128
535546,sphere,polar,0.005,0.0137499,0,1,28,0,16,128
534235,sphere,polar,0.005,0.0137499,0,4,24,0,16,128
534212,sphere,polar,0.005,0.0137499,0,4,40,0,16,128
189547,sphere,polar,0.005,0.0274998,0,0,37,0,16,128
189514,sphere,polar,0.005,0.0274998,0,1,93,0,16,128
188778,sphere,polar,0.005,0.0137499,0,0,18,0,16,128
181893,sphere,polar,0.005,0.0137499,0,0,40,0,16,128
181136,sphere,polar,0.005,0.0274998,0,1,41,0,16,128
181064,sphere,polar,0.005,0.0137499,10,16,21,0,16,128
54014,sphere,polar,0.005,0.219998,1,2,118,0,16,128
419919,sphere,polar,0.005,0.219998,6,14,94,0,16,128
1168514,sphere,polar,0.005,0.219998,1,6,128,0,16,128
500802,sphere,polar,0.005,0.0549995,0,2,39,0,16,128
500820,sphere,polar,0.005,0.0274998,4,5,116,0,16,128
500807,sphere,polar,0.005,0.0137499,0,2,34,0,16,128
329676,sphere,polar,0.005,0.00343747,0,52,85,0,16,128
329681,sphere,polar,0.005,0.00343747,52,61,61,0,16,128
329652,sphere,polar,0.005,0.00687494,61,79,94,0,16,128
594032,sphere,polar,0.005,0.0274998,2,14,127,0,16,128
109252,sphere,polar,0.005,0.109999,5,10,83,0,16,128
945214,sphere,polar,0.005,0.0549995,0,0,66,0,16,128
945217,sphere,polar,0.005,0.0274998,1,12,40,0,16,128
759382,sphere,polar,0.005,0.00687494,0,9,46,0,16,128
759389,sphere,polar,0.005,0.00687494,32,98,98,0,16,128
278012,sphere,polar,0.005,0.0274998,0,0,93,0,16,128
278020,sphere,polar,0.005,0.00171873,20,32,47,0,16,128
278021,sphere,polar,0.005,0.00171873,8,20,61,0,16,128
277841,sphere,polar,0.005,0.00343747,11,43,114,0,16,128
277834,sphere,polar,0.005,0.00171873,32,43,43,0,16,128
277835,sphere,polar,0.005,0.00171873,31,47,47,0,16,128
277817,sphere,polar,0.005,0.00343747,66,73,105,0,16,128
277818,sphere,polar,0.005,0.00171873,5,22,71,0,16,128
516903,sphere,polar,0.005,0.0274998,4,9,116,0,16,128
648724,sphere,polar,0.005,0.0137499,0,31,89,0,16,128
648651,sphere,polar,0.005,0.0137499,0,0,86,0,16,128
648611,sphere,polar,0.005,0.0137499,0,1,70,0,16,128
648615,sphere,polar,0.005,0.00687494,1,2,17,0,16,128
648616,sphere,polar,0.005,0.00687494,21,67,67,0,16,128
1179936,sphere,polar,0.005,0.219998,1,3,49,0,16,128
731978,sphere,polar,0.005,0.0274998,0,3,55,0,16,128
731970,sphere,polar,0.005,0.0137499,7,36,36,0,16,128
603705,sphere,polar,0.005,0.0274998,3,6,55,0,16,128
53751,sphere,polar,0.005,0.219998,0,2,94,0,16,128
53758,sphere,polar,0.005,0.109999,1,2,33,0,16,128
1032356,sphere,polar,0.005,0.219998,1,1,45,0,16,128
509008,sphere,polar,0.01,0.0274998,0,19,120,0,16,128
508974,sphere,polar,0.01,0.0137499,0,47,47,0,16,128
957672,sphere,polar,0.01,0.0137499,1,4,36,0,16,128
957673,sphere,polar,0.01,0.0137499,11,30,30,0,16,128
1142548,sphere,polar,0.01,0.109999,0,16,124,0,16,128
1142535,sphere,polar,0.01,0.109999,1,12,104,0,16,128
251387,sphere,polar,0.01,0.00687494,11,17,17,0,16,128
251414,sphere,polar,0.01,0.00687494,34,42,82,0,16,128
251395,sphere,polar,0.01,0.00171873,16,22,84,0,16,128
251141,sphere,polar,0.01,0.00343747,0,106,106,0,16,128
250840,sphere,polar,0.01,0.00687494,0,34,95,0,16,128
250841,sphere,polar,0.01,0.00687494,0,22,51,0,16,128
249258,sphere,polar,0.01,0.00343747,0,83,83,0,16,128
249259,sphere,polar,0.01,0.00343747,0,86,86,0,16,128
885390,sphere,polar,0.01,0.0549995,0,0,78,0,16,128
884072,sphere,polar,0.01,0.0137499,0,2,43,0,16,128
884074,sphere,polar,0.01,0.0137499,1,5,39,0,16,128
884069,sphere,polar,0.01,0.0137499,2,7,54,0,16,128
884070,sphere,polar,0.01,0.0137499,3,6,25,0,16,128
884071,sphere,polar,0.01,0.0137499,0,3,24,0,16,128
938696,sphere,polar,0.01,0.0549995,3,5,55,0,16,128
938701,sphere,polar,0.01,0.0549995,0,0,43,0,16,128
738196,sphere,polar,0.01,0.0274998,2,7,91,0,16,128
738162,sphere,polar,0.01,0.0137499,5,8,21,0,16,128
738163,sphere,polar,0.01,0.0137499,0,3,29,0,16,128
736470,sphere,polar,0.01,0.0274998,0,22,116,0,16,128
736399,sphere,polar,0.01,0.0137499,0,7,38,0,16,128
736404,sphere,polar,0.01,0.0137499,0,17,57,0,16,128
736379,sphere,polar,0.01,0.0549995,10,11,95,0,16,128
736302,sphere,polar,0.01,0.0137499,3,13,38,0,16,128
736303,sphere,polar,0.01,0.0137499,0,9,53,0,16,128
208207,sphere,polar,0.01,0.00343747,116,116,116,0,16,128
208227,sphere,polar,0.01,0.00343747,18,23,24,0,16,128
208215,sphere,polar,0.01,0.000859367,35,35,35,0,16,128
208194,sphere,polar,0.01,0.00171873,29,55,123,0,16,128
208098,sphere,polar,0.01,0.00343747,0,71,71,0,16,128
208109,sphere,polar,0.01,0.00171873,0,57,57,0,16,128
208110,sphere,polar,0.01,0.00171873,0,114,114,0,16,128
207639,sphere,polar,0.01,0.0137499,76,82,82,0,16,128
207647,sphere,polar,0.01,0.00343747,0,126,126,0,16,128
207658,sphere,polar,0.01,0.00171873,0,99,99,0,16,128
207659,sphere,polar,0.01,0.00171873,0,113,113,0,16,128
206507,sphere,polar,0.01,0.0274998,0,20,30,0,16,128
584408,sphere,polar,0.01,0.0274998,0,44,88,0,16,128
584409,sphere,polar,0.01,0.0274998,0,20,41,0,16,128
584396,sphere,polar,0.01,0.0274998,0,37,75,0,16,128
207617,sphere,polar,0.01,0.00343747,76,87,116,0,16,128
207628,sphere,polar,0.01,0.00343747,9,22,35,0,16,128
207620,sphere,polar,0.01,0.00171873,113,113,113,0,16,128
207596,sphere,polar,0.01,0.00343747,8,11,25,0,16,128
207576,sphere,polar,0.01,0.00343747,0,118,118,0,16,128
207548,sphere,polar,0.01,0.00171873,0,48,48,0,16,128
207552,sphere,polar,0.01,0.00171873,0,65,65,0,16,128
207555,sphere,polar,0.01,0.000859367,0,33,33,0,16,128
207556,sphere,polar,0.01,0.000859367,0,45,45,0,16,128
207557,sphere,polar,0.01,0.000859367,0,43,43,0,16,128
207558,sphere,polar,0.01,0.000859367,0,44,44,0,16,128
207514,sphere,polar,0.01,0.00171873,0,100,100,0,16,128
207528,sphere,polar,0.01,0.00171873,0,72,72,0,16,128
207487,sphere,polar,0.01,0.00343747,27,33,66,0,16,128
207475,sphere,polar,0.01,0.000859367,23,28,28,0,16,128
207466,sphere,polar,0.01,0.00171873,2,17,39,0,16,128
207467,sphere,polar,0.01,0.00171873,12,32,64,0,16,128
206541,sphere,polar,0.01,0.00171873,0,81,81,0,16,128
206542,sphere,polar,0.01,0.00171873,0,83,83,0,16,128
206519,sphere,polar,0.01,0.00171873,0,35,35,0,16,128
206523,sphere,polar,0.01,0.00171873,0,26,26,0,16,128
206526,sphere,polar,0.01,0.00171873,0,77,77,0,16,128
122225,sphere,polar,0.01,0.0137499,0,18,27,0,16,128
122226,sphere,polar,0.01,0.0137499,0,27,33,0,16,128
122213,sphere,polar,0.01,0.0274998,0,97,100,0,16,128
122215,sphere,polar,0.01,0.0274998,0,5,64,0,16,128
122218,sphere,polar,0.01,0.0137499,43,47,100,0,16,128
122219,sphere,polar,0.01,0.0137499,34,34,45,0,16,128
67854,sphere,polar,0.01,0.0549995,6,26,98,0,16,128
67625,sphere,polar,0.01,0.0549995,0,34,115,0,16,128
597085,sphere,polar,0.01,0.0274998,0,2,17,0,16,128
597086,sphere,polar,0.01,0.0274998,8,17,38,0,16,128
1040181,sphere,polar,0.01,0.879992,1,1,79,0,16,128
468619,sphere,polar,0.01,0.109999,3,3,77,0,16,128
468675,sphere,polar,0.01,0.0274998,0,1,47,0,16,128
468211,sphere,polar,0.01,0.0549995,2,8,66,0,16,128
740678,sphere,polar,0.01,0.0137499,0,9,34,0,16,128
740663,sphere,polar,0.01,0.00687494,0,5,17,0,16,128
740666,sphere,polar,0.01,0.00687494,0,32,32,0,16,128
740642,sphere,polar,0.01,0.0137499,0,5,29,0,16,128
740643,sphere,polar,0.01,0.0137499,6,39,122,0,16,128
740652,sphere,polar,0.01,0.0137499,0,25,114,0,16,128
740653,sphere,polar,0.01,0.00687494,8,12,25,0,16,128
740656,sphere,polar,0.01,0.00687494,50,53,53,0,16,128
740657,sphere,polar,0.01,0.00687494,16,17,24,0,16,128
740660,sphere,polar,0.01,0.00687494,0,8,49,0,16,128
740635,sphere,polar,0.01,0.00687494,0,19,80,0,16,128
188837,sphere,polar,0.01,0.0137499,0,20,39,0,16,128
187672,sphere,polar,0.01,0.00171873,0,87,87,0,16,128
187646,sphere,polar,0.01,0.00343747,112,113,113,0,16,128
186686,sphere,polar,0.01,0.00343747,0,57,57,0,16,128
186663,sphere,polar,0.01,0.00343747,97,97,97,0,16,128
186659,sphere,polar,0.01,0.00171873,49,72,72,0,16,128
186662,sphere,polar,0.01,0.00171873,0,5,18,0,16,128
186650,sphere,polar,0.01,0.00171873,71,98,98,0,16,128
186594,sphere,polar,0.01,0.00171873,0,44,44,0,16,128
186595,sphere,polar,0.01,0.00171873,0,36,36,0,16,128
859100,sphere,polar,0.01,0.0137499,1,11,94,0,16,128
859107,sphere,polar,0.01,0.0137499,2,13,96,0,16,128
856583,sphere,polar,0.01,0.0274998,0,0,110,0,16,128
856579,sphere,polar,0.01,0.0137499,19,22,97,0,16,128
856580,sphere,polar,0.01,0.0137499,19,21,98,0,16,128
794004,sphere,polar,0.01,0.0137499,4,10,56,0,16,128
794054,sphere,polar,0.01,0.00687494,0,36,52,0,16,128
794055,sphere,polar,0.01,0.00687494,0,19,54,0,16,128
794046,sphere,polar,0.01,0.00687494,0,96,96,0,16,128
794051,sphere,polar,0.01,0.00687494,0,64,64,0,16,128
794005,sphere,polar,0.01,0.00687494,68,76,76,0,16,128
794012,sphere,polar,0.01,0.00687494,40,47,47,0,16,128
26028,sphere,polar,0.01,0.219998,1,6,47,0,16,128
65686,sphere,polar,0.01,0.0549995,1,15,81,0,16,128
1164501,sphere,polar,0.01,0.439996,1,5,85,0,16,128
872308,sphere,polar,0.01,0.0274998,0,6,77,0,16,128
872300,sphere,polar,0.01,0.0137499,0,6,38,0,16,128
872299,sphere,polar,0.01,0.0137499,7,10,41,0,16,128
872282,sphere,polar,0.01,0.0274998,0,4,21,0,16,128
872286,sphere,polar,0.01,0.0137499,0,3,29,0,16,128
1000132,sphere,polar,0.01,0.0549995,4,8,92,0,16,128
1128749,sphere,polar,0.01,0.0549995,1,16,44,0,16,128
1128750,sphere,polar,0.01,0.0549995,0,9,31,0,16,128
297880,sphere,polar,0.01,0.0137499,18,22,123,0,16,128
297881,sphere,polar,0.01,0.0137499,72,79,83,0,16,128
297886,sphere,polar,0.01,0.0137499,0,71,79,0,16,128
297887,sphere,polar,0.01,0.0137499,0,11,21,0,16,128
297877,sphere,polar,0.01,0.0137499,0,53,53,0,16,128
