leaf,kernel,mode,radius,L,neighbours,count,total,key,threshold,maxPointsLeaf
1476321,sphere,polar,0.25,0.111768,0,3,54,0,16,128
1476260,sphere,polar,0.25,0.223536,20,33,78,0,16,128
1476255,sphere,polar,0.25,0.111768,48,57,57,0,16,128
1476256,sphere,polar,0.25,0.111768,35,37,37,0,16,128
1476257,sphere,polar,0.25,0.111768,51,90,90,0,16,128
1577674,sphere,polar,0.25,0.111768,1,2,37,0,16,128
1577675,sphere,polar,0.25,0.111768,10,20,44,0,16,128
1577646,sphere,polar,0.25,0.111768,2,30,30,0,16,128
1577647,sphere,polar,0.25,0.111768,28,47,47,0,16,128
1577635,sphere,polar,0.25,0.111768,22,24,82,0,16,128
1577634,sphere,polar,0.25,0.111768,50,75,75,0,16,128
1577604,sphere,polar,0.25,0.223536,20,37,113,0,16,128
1577603,sphere,polar,0.25,0.111768,4,17,77,0,16,128
1224895,sphere,polar,0.25,0.223536,5,17,105,0,16,128
1224896,sphere,polar,0.25,0.223536,5,5,20,0,16,128
1224893,sphere,polar,0.25,0.111768,2,14,54,0,16,128
1224894,sphere,polar,0.25,0.111768,27,32,74,0,16,128
1224883,sphere,polar,0.25,0.111768,73,104,104,0,16,128
1224884,sphere,polar,0.25,0.111768,12,24,91,0,16,128
1222718,sphere,polar,0.25,0.111768,56,106,106,0,16,128
1222707,sphere,polar,0.25,0.111768,20,29,91,0,16,128
1223052,sphere,polar,0.25,0.111768,3,34,106,0,16,128
1223019,sphere,polar,0.25,0.111768,18,30,104,0,16,128
1221984,sphere,polar,0.25,0.111768,16,30,97,0,16,128
1221991,sphere,polar,0.25,0.111768,42,43,93,0,16,128
1221958,sphere,polar,0.25,0.111768,73,111,111,0,16,128
1221965,sphere,polar,0.25,0.111768,29,37,107,0,16,128
342246,sphere,polar,0.25,0.447072,0,121,121,0,16,128
342222,sphere,polar,0.25,0.223536,4,6,38,0,16,128
342225,sphere,polar,0.25,0.223536,0,1,24,0,16,128
342226,sphere,polar,0.25,0.223536,23,23,27,0,16,128
342228,sphere,polar,0.25,0.223536,9,16,36,0,16,128
342229,sphere,polar,0.25,0.223536,26,28,33,0,16,128
342214,sphere,polar,0.25,0.223536,0,11,60,0,16,128
342216,sphere,polar,0.25,0.223536,0,26,28,0,16,128
342217,sphere,polar,0.25,0.223536,14,38,51,0,16,128
342218,sphere,polar,0.25,0.223536,30,41,51,0,16,128
342219,sphere,polar,0.25,0.223536,4,26,35,0,16,128
342221,sphere,polar,0.25,0.223536,0,2,47,0,16,128
938918,sphere,polar,0.25,0.111768,3,20,75,0,16,128
938914,sphere,polar,0.25,0.111768,1,19,77,0,16,128
938917,sphere,polar,0.25,0.111768,13,28,75,0,16,128
938832,sphere,polar,0.25,0.223536,0,0,50,0,16,128
938719,sphere,polar,0.25,0.111768,67,73,73,0,16,128
938722,sphere,polar,0.25,0.111768,26,79,79,0,16,128
938718,sphere,polar,0.25,0.111768,34,69,69,0,16,128
211216,sphere,polar,0.25,0.223536,1,25,99,0,16,128
211217,sphere,polar,0.25,0.223536,35,53,124,0,16,128
211196,sphere,polar,0.25,0.223536,26,36,86,0,16,128
211198,sphere,polar,0.25,0.223536,34,37,103,0,16,128
211132,sphere,polar,0.25,0.111768,3,29,29,0,16,128
211135,sphere,polar,0.25,0.111768,0,30,30,0,16,128
211098,sphere,polar,0.25,0.111768,0,6,30,0,16,128
211043,sphere,polar,0.25,0.223536,8,14,61,0,16,128
211044,sphere,polar,0.25,0.223536,5,34,96,0,16,128
211050,sphere,polar,0.25,0.223536,8,15,53,0,16,128
211040,sphere,polar,0.25,0.223536,0,38,100,0,16,128
211041,sphere,polar,0.25,0.223536,8,35,114,0,16,128
124866,sphere,polar,0.25,0.111768,64,104,104,0,16,128
124859,sphere,polar,0.25,0.111768,0,24,91,0,16,128
124673,sphere,polar,0.25,0.111768,91,98,98,0,16,128
124680,sphere,polar,0.25,0.111768,26,27,96,0,16,128
124672,sphere,polar,0.25,0.111768,11,33,97,0,16,128
963842,sphere,polar,0.25,0.111768,8,25,59,0,16,128
963846,sphere,polar,0.25,0.111768,3,18,45,0,16,128
963837,sphere,polar,0.25,0.111768,0,10,42,0,16,128
963838,sphere,polar,0.25,0.111768,0,0,30,0,16,128
963746,sphere,polar,0.25,0.223536,0,8,127,0,16,128
962676,sphere,polar,0.25,0.223536,35,39,59,0,16,128
962677,sphere,polar,0.25,0.223536,6,33,118,0,16,128
962699,sphere,polar,0.25,0.111768,0,0,49,0,16,128
962583,sphere,polar,0.25,0.447072,0,5,104,0,16,128
962507,sphere,polar,0.25,0.111768,3,32,32,0,16,128
962508,sphere,polar,0.25,0.111768,20,28,28,0,16,128
962499,sphere,polar,0.25,0.111768,33,36,36,0,16,128
962503,sphere,polar,0.25,0.111768,53,57,57,0,16,128
1745402,sphere,polar,0.25,0.223536,14,36,126,0,16,128
1745403,sphere,polar,0.25,0.223536,0,27,78,0,16,128
1745407,sphere,polar,0.25,0.111768,6,7,36,0,16,128
1745398,sphere,polar,0.25,0.111768,14,19,19,0,16,128
1745261,sphere,polar,0.25,0.223536,18,20,40,0,16,128
1745262,sphere,polar,0.25,0.223536,14,34,56,0,16,128
1745259,sphere,polar,0.25,0.111768,14,18,54,0,16,128
1745260,sphere,polar,0.25,0.111768,36,49,49,0,16,128
1745248,sphere,polar,0.25,0.111768,2,8,38,0,16,128
1745249,sphere,polar,0.25,0.111768,5,5,39,0,16,128
730896,sphere,polar,0.25,0.111768,0,21,21,0,16,128
730817,sphere,polar,0.25,0.111768,8,22,22,0,16,128
730567,sphere,polar,0.25,0.447072,0,27,29,0,16,128
730576,sphere,polar,0.25,0.111768,31,32,32,0,16,128
730579,sphere,polar,0.25,0.111768,24,24,24,0,16,128
730580,sphere,polar,0.25,0.111768,31,32,32,0,16,128
730583,sphere,polar,0.25,0.111768,14,44,44,0,16,128
730575,sphere,polar,0.25,0.223536,25,28,80,0,16,128
729923,sphere,polar,0.25,0.894145,0,0,22,0,16,128
730185,sphere,polar,0.25,0.447072,0,0,118,0,16,128
730141,sphere,polar,0.25,0.111768,2,21,72,0,16,128
730142,sphere,polar,0.25,0.111768,2,6,42,0,16,128
730133,sphere,polar,0.25,0.111768,0,7,53,0,16,128
730136,sphere,polar,0.25,0.111768,1,17,54,0,16,128
730137,sphere,polar,0.25,0.111768,11,15,56,0,16,128
730140,sphere,polar,0.25,0.111768,5,23,51,0,16,128
1228928,sphere,polar,0.25,0.111768,19,29,84,0,16,128
1228934,sphere,polar,0.25,0.111768,0,13,92,0,16,128
1228935,sphere,polar,0.25,0.111768,56,91,91,0,16,128
1228926,sphere,polar,0.25,0.223536,3,32,32,0,16,128
1228918,sphere,polar,0.25,0.111768,0,11,70,0,16,128
1228919,sphere,polar,0.25,0.111768,0,16,86,0,16,128
1228924,sphere,polar,0.25,0.111768,62,96,96,0,16,128
1228925,sphere,polar,0.25,0.111768,24,33,84,0,16,128
314727,sphere,polar,0.25,0.223536,0,16,50,0,16,128
314719,sphere,polar,0.25,0.111768,74,86,86,0,16,128
314722,sphere,polar,0.25,0.111768,72,76,76,0,16,128
314706,sphere,polar,0.25,0.223536,0,22,52,0,16,128
314711,sphere,polar,0.25,0.111768,25,29,29,0,16,128
314712,sphere,polar,0.25,0.111768,22,44,44,0,16,128
314713,sphere,polar,0.25,0.111768,16,41,41,0,16,128
314714,sphere,polar,0.25,0.111768,15,22,22,0,16,128
314698,sphere,polar,0.25,0.111768,8,36,36,0,16,128
314699,sphere,polar,0.25,0.111768,7,35,35,0,16,128
314701,sphere,polar,0.25,0.111768,5,30,30,0,16,128
314702,sphere,polar,0.25,0.111768,20,22,22,0,16,128
314703,sphere,polar,0.25,0.111768,12,22,22,0,16,128
314704,sphere,polar,0.25,0.111768,3,24,28,0,16,128
314686,sphere,polar,0.25,0.223536,0,81,81,0,16,128
314320,sphere,polar,0.25,0.111768,0,11,23,0,16,128
314323,sphere,polar,0.25,0.111768,0,1,36,0,16,128
314296,sphere,polar,0.25,0.111768,1,5,45,0,16,128
314286,sphere,polar,0.25,0.111768,7,27,81,0,16,128
1539020,sphere,polar,0.25,3.57658,0,0,95,0,16,128
1430403,sphere,polar,0.25,0.111768,18,23,78,0,16,128
1430406,sphere,polar,0.25,0.111768,3,37,76,0,16,128
1430373,sphere,polar,0.25,0.111768,10,20,68,0,16,128
1430374,sphere,polar,0.25,0.111768,12,32,32,0,16,128
1430375,sphere,polar,0.25,0.111768,41,52,52,0,16,128
1430378,sphere,polar,0.25,0.111768,24,25,64,0,16,128
1430380,sphere,polar,0.25,0.111768,5,18,77,0,16,128
1315071,sphere,polar,0.25,0.111768,0,5,47,0,16,128
1315072,sphere,polar,0.25,0.111768,0,10,48,0,16,128
1315061,sphere,polar,0.25,0.111768,44,49,49,0,16,128
1315062,sphere,polar,0.25,0.111768,9,21,48,0,16,128
1315065,sphere,polar,0.25,0.111768,14,25,37,0,16,128
1315066,sphere,polar,0.25,0.111768,0,18,31,0,16,128
1315067,sphere,polar,0.25,0.111768,3,6,24,0,16,128
1315040,sphere,polar,0.25,0.223536,61,98,98,0,16,128
1315017,sphere,polar,0.25,0.223536,27,31,58,0,16,128
1315009,sphere,polar,0.25,0.111768,14,47,47,0,16,128
1315010,sphere,polar,0.25,0.111768,0,22,22,0,16,128
1315015,sphere,polar,0.25,0.111768,0,0,24,0,16,128
1315016,sphere,polar,0.25,0.111768,0,14,35,0,16,128
45574,sphere,polar,0.25,1.78829,0,0,110,0,16,128
46028,sphere,polar,0.25,0.447072,0,1,61,0,16,128
46031,sphere,polar,0.25,0.447072,0,19,67,0,16,128
45885,sphere,polar,0.25,0.223536,1,7,19,0,16,128
45886,sphere,polar,0.25,0.223536,0,3,83,0,16,128
45888,sphere,polar,0.25,0.223536,20,27,37,0,16,128
45889,sphere,polar,0.25,0.223536,0,0,52,0,16,128
45868,sphere,polar,0.25,0.223536,18,18,18,0,16,128
45870,sphere,polar,0.25,0.223536,0,16,46,0,16,128
45871,sphere,polar,0.25,0.223536,8,19,63,0,16,128
45872,sphere,polar,0.25,0.223536,5,20,81,0,16,128
121480,sphere,polar,0.25,0.111768,6,28,90,0,16,128
121473,sphere,polar,0.25,0.111768,74,79,79,0,16,128
121476,sphere,polar,0.25,0.111768,17,20,79,0,16,128
121436,sphere,polar,0.25,0.111768,60,84,84,0,16,128
121429,sphere,polar,0.25,0.111768,4,27,94,0,16,128
1949683,sphere,polar,0.25,0.111768,22,29,94,0,16,128
1949679,sphere,polar,0.25,0.111768,27,31,88,0,16,128
1949682,sphere,polar,0.25,0.111768,57,89,89,0,16,128
1949265,sphere,polar,0.25,0.111768,12,22,92,0,16,128
1949256,sphere,polar,0.25,0.111768,40,42,92,0,16,128
1949257,sphere,polar,0.25,0.111768,13,24,89,0,16,128
1458118,sphere,polar,0.25,0.111768,12,14,40,0,16,128
1458121,sphere,polar,0.25,0.111768,29,31,57,0,16,128
1457388,sphere,polar,0.25,0.111768,23,40,40,0,16,128
1457389,sphere,polar,0.25,0.111768,7,20,91,0,16,128
1457391,sphere,polar,0.25,0.111768,29,62,62,0,16,128
1457387,sphere,polar,0.25,0.447072,0,1,34,0,16,128
1454767,sphere,polar,0.25,0.223536,9,19,68,0,16,128
1454765,sphere,polar,0.25,0.111768,5,17,89,0,16,128
1454766,sphere,polar,0.25,0.111768,40,41,86,0,16,128
1454082,sphere,polar,0.25,0.111768,0,22,58,0,16,128
1454085,sphere,polar,0.25,0.111768,0,19,41,0,16,128
1454081,sphere,polar,0.25,0.447072,0,0,114,0,16,128
1678545,sphere,polar,0.25,0.223536,0,1,23,0,16,128
1678546,sphere,polar,0.25,0.223536,0,0,37,0,16,128
1678552,sphere,polar,0.25,0.223536,13,23,23,0,16,128
1678541,sphere,polar,0.25,0.223536,0,0,31,0,16,128
1678161,sphere,polar,0.25,0.223536,2,31,31,0,16,128
1678162,sphere,polar,0.25,0.223536,4,20,20,0,16,128
1889370,sphere,polar,0.25,0.894145,0,14,119,0,16,128
1889385,sphere,polar,0.25,0.223536,0,14,85,0,16,128
1889386,sphere,polar,0.25,0.223536,39,42,44,0,16,128
1889391,sphere,polar,0.25,0.223536,3,3,119,0,16,128
1889392,sphere,polar,0.25,0.223536,0,7,95,0,16,128
1889372,sphere,polar,0.25,0.223536,0,0,31,0,16,128
1886054,sphere,polar,0.25,0.447072,4,14,69,0,16,128
1886056,sphere,polar,0.25,0.223536,0,5,38,0,16,128
465813,sphere,polar,0.25,0.223536,2,47,47,0,16,128
465805,sphere,polar,0.25,0.223536,22,36,36,0,16,128
465806,sphere,polar,0.25,0.223536,2,5,32,0,16,128
465811,sphere,polar,0.25,0.223536,0,2,32,0,16,128
465812,sphere,polar,0.25,0.223536,28,46,46,0,16,128
465803,sphere,polar,0.25,0.223536,0,3,34,0,16,128
465804,sphere,polar,0.25,0.223536,0,7,26,0,16,128
465732,sphere,polar,0.25,0.223536,0,7,47,0,16,128
465724,sphere,polar,0.25,0.223536,1,2,21,0,16,128
465728,sphere,polar,0.25,0.223536,7,42,42,0,16,128
465730,sphere,polar,0.25,0.223536,0,6,41,0,16,128
465731,sphere,polar,0.25,0.223536,15,43,43,0,16,128
1966,sphere,polar,0.25,0.447072,0,22,22,0,16,128
2016,sphere,polar,0.25,0.111768,11,36,86,0,16,128
2017,sphere,polar,0.25,0.111768,30,49,73,0,16,128
2018,sphere,polar,0.25,0.111768,0,1,18,0,16,128
2011,sphere,polar,0.25,0.055884,7,21,21,0,16,128
2012,sphere,polar,0.25,0.055884,0,9,32,0,16,128
2014,sphere,polar,0.25,0.055884,16,30,30,0,16,128
2001,sphere,polar,0.25,0.055884,19,21,21,0,16,128
2002,sphere,polar,0.25,0.055884,16,23,23,0,16,128
1978,sphere,polar,0.25,0.055884,28,34,34,0,16,128
1981,sphere,polar,0.25,0.055884,9,12,32,0,16,128
1972,sphere,polar,0.25,0.111768,1,9,51,0,16,128
1973,sphere,polar,0.25,0.111768,3,23,56,0,16,128
399774,sphere,polar,0.25,0.223536,1,6,27,0,16,128
399775,sphere,polar,0.25,0.223536,5,13,44,0,16,128
399778,sphere,polar,0.25,0.223536,0,5,39,0,16,128
399763,sphere,polar,0.25,0.223536,5,17,32,0,16,128
399764,sphere,polar,0.25,0.223536,15,21,67,0,16,128
399769,sphere,polar,0.25,0.223536,10,27,48,0,16,128
399770,sphere,polar,0.25,0.223536,0,19,24,0,16,128
399756,sphere,polar,0.25,0.223536,13,22,84,0,16,128
399761,sphere,polar,0.25,0.223536,20,26,76,0,16,128
399752,sphere,polar,0.25,0.223536,1,3,56,0,16,128
399753,sphere,polar,0.25,0.223536,6,14,62,0,16,128
399754,sphere,polar,0.25,0.223536,2,9,17,0,16,128
399744,sphere,polar,0.25,0.223536,1,8,60,0,16,128
399698,sphere,polar,0.25,0.223536,0,26,30,0,16,128
399699,sphere,polar,0.25,0.223536,5,20,92,0,16,128
1990308,sphere,polar,0.25,0.447072,5,17,84,0,16,128
1990309,sphere,polar,0.25,0.447072,2,19,84,0,16,128
1990301,sphere,polar,0.25,0.447072,1,19,82,0,16,128
404321,sphere,polar,0.25,0.223536,0,5,18,0,16,128
404322,sphere,polar,0.25,0.223536,2,16,37,0,16,128
404302,sphere,polar,0.25,0.111768,0,1,42,0,16,128
404268,sphere,polar,0.25,0.223536,3,42,103,0,16,128
404295,sphere,polar,0.25,0.111768,2,7,48,0,16,128
404296,sphere,polar,0.25,0.111768,27,35,60,0,16,128
404297,sphere,polar,0.25,0.111768,14,41,41,0,16,128
404298,sphere,polar,0.25,0.111768,0,23,23,0,16,128
404271,sphere,polar,0.25,0.111768,11,17,17,0,16,128
404272,sphere,polar,0.25,0.111768,24,33,69,0,16,128
404273,sphere,polar,0.25,0.111768,18,21,41,0,16,128
404274,sphere,polar,0.25,0.111768,32,39,39,0,16,128
404256,sphere,polar,0.25,0.111768,0,0,31,0,16,128
404247,sphere,polar,0.25,0.223536,0,17,51,0,16,128
404250,sphere,polar,0.25,0.223536,0,0,39,0,16,128
403540,sphere,polar,0.25,0.111768,46,48,48,0,16,128
403536,sphere,polar,0.25,0.111768,20,22,26,0,16,128
403538,sphere,polar,0.25,0.111768,28,35,35,0,16,128
403539,sphere,polar,0.25,0.111768,66,93,93,0,16,128
403521,sphere,polar,0.25,0.223536,0,2,54,0,16,128
403523,sphere,polar,0.25,0.223536,24,45,55,0,16,128
403524,sphere,polar,0.25,0.111768,14,17,71,0,16,128
403527,sphere,polar,0.25,0.111768,12,28,50,0,16,128
1318872,sphere,polar,0.25,0.223536,46,69,69,0,16,128
1318873,sphere,polar,0.25,0.223536,3,69,69,0,16,128
1318870,sphere,polar,0.25,0.223536,0,3,90,0,16,128
1318871,sphere,polar,0.25,0.223536,15,26,79,0,16,128
1318850,sphere,polar,0.25,0.223536,0,82,82,0,16,128
1255233,sphere,polar,0.25,0.447072,0,0,44,0,16,128
1255251,sphere,polar,0.25,0.223536,47,70,70,0,16,128
1255252,sphere,polar,0.25,0.223536,5,33,33,0,16,128
1255235,sphere,polar,0.25,0.223536,1,13,53,0,16,128
1255236,sphere,polar,0.25,0.223536,22,25,76,0,16,128
671283,sphere,polar,0.25,0.111768,0,21,105,0,16,128
671284,sphere,polar,0.25,0.111768,15,32,107,0,16,128
671288,sphere,polar,0.25,0.111768,0,8,19,0,16,128
671259,sphere,polar,0.25,0.111768,3,32,99,0,16,128
671260,sphere,polar,0.25,0.111768,52,68,68,0,16,128
671263,sphere,polar,0.25,0.111768,52,56,56,0,16,128
671264,sphere,polar,0.25,0.111768,3,5,20,0,16,128
671160,sphere,polar,0.25,0.111768,9,28,28,0,16,128
671163,sphere,polar,0.25,0.111768,57,100,100,0,16,128
671139,sphere,polar,0.25,0.111768,4,25,102,0,16,128
1245661,sphere,polar,0.25,0.111768,12,29,96,0,16,128
1245662,sphere,polar,0.25,0.111768,58,100,100,0,16,128
1245663,sphere,polar,0.25,0.111768,84,105,105,0,16,128
1245664,sphere,polar,0.25,0.111768,16,32,92,0,16,128
1245626,sphere,polar,0.25,0.111768,17,20,98,0,16,128
1245627,sphere,polar,0.25,0.111768,1,20,96,0,16,128
1088418,sphere,polar,0.25,0.111768,0,3,39,0,16,128
1088398,sphere,polar,0.25,0.111768,0,10,60,0,16,128
1088399,sphere,polar,0.25,0.111768,67,67,67,0,16,128
1088362,sphere,polar,0.25,0.223536,0,0,77,0,16,128
1088392,sphere,polar,0.25,0.111768,0,5,83,0,16,128
1088393,sphere,polar,0.25,0.111768,1,10,22,0,16,128
1088394,sphere,polar,0.25,0.111768,37,45,45,0,16,128
1088396,sphere,polar,0.25,0.111768,0,1,17,0,16,128
1088397,sphere,polar,0.25,0.111768,0,27,55,0,16,128
1088385,sphere,polar,0.25,0.111768,2,21,48,0,16,128
1088332,sphere,polar,0.25,0.223536,0,50,108,0,16,128
1088355,sphere,polar,0.25,0.111768,0,12,24,0,16,128
1088357,sphere,polar,0.25,0.111768,0,30,84,0,16,128
1088358,sphere,polar,0.25,0.111768,57,72,72,0,16,128
1088359,sphere,polar,0.25,0.111768,43,44,44,0,16,128
1088360,sphere,polar,0.25,0.111768,2,16,33,0,16,128
1088346,sphere,polar,0.25,0.111768,0,2,59,0,16,128
1088340,sphere,polar,0.25,0.111768,0,1,36,0,16,128
1087998,sphere,polar,0.25,0.223536,0,0,18,0,16,128
16046,sphere,polar,0.25,0.223536,7,49,49,0,16,128
15985,sphere,polar,0.25,0.223536,22,36,36,0,16,128
15986,sphere,polar,0.25,0.223536,21,40,40,0,16,128
15974,sphere,polar,0.25,0.223536,23,48,48,0,16,128
15975,sphere,polar,0.25,0.223536,6,36,36,0,16,128
914208,sphere,polar,0.25,0.111768,22,24,24,0,16,128
914214,sphere,polar,0.25,0.111768,0,8,95,0,16,128
914215,sphere,polar,0.25,0.111768,42,70,70,0,16,128
914207,sphere,polar,0.25,0.111768,17,35,80,0,16,128
913370,sphere,polar,0.25,0.111768,0,24,103,0,16,128
913375,sphere,polar,0.25,0.111768,16,30,82,0,16,128
913342,sphere,polar,0.25,0.111768,53,65,65,0,16,128
913343,sphere,polar,0.25,0.111768,19,28,28,0,16,128
913347,sphere,polar,0.25,0.111768,8,14,88,0,16,128
51484,sphere,polar,0.25,0.223536,74,80,96,0,16,128
51473,sphere,polar,0.25,0.223536,10,27,80,0,16,128
51468,sphere,polar,0.25,0.111768,0,0,29,0,16,128
51407,sphere,polar,0.25,0.111768,1,26,26,0,16,128
51408,sphere,polar,0.25,0.111768,0,28,28,0,16,128
656304,sphere,polar,0.25,0.894145,0,27,31,0,16,128
643701,sphere,polar,0.25,0.223536,17,17,32,0,16,128
643710,sphere,polar,0.25,0.223536,8,9,30,0,16,128
643736,sphere,polar,0.25,0.223536,11,17,82,0,16,128
643729,sphere,polar,0.25,0.111768,17,32,100,0,16,128
643720,sphere,polar,0.25,0.111768,1,16,82,0,16,128
643722,sphere,polar,0.25,0.111768,22,29,71,0,16,128
643715,sphere,polar,0.25,0.111768,60,86,86,0,16,128
643717,sphere,polar,0.25,0.111768,12,20,93,0,16,128
643708,sphere,polar,0.25,0.111768,51,107,107,0,16,128
1088452,sphere,polar,0.25,0.223536,6,8,26,0,16,128
1088461,sphere,polar,0.25,0.111768,0,15,56,0,16,128
1088465,sphere,polar,0.25,0.111768,0,5,29,0,16,128
1088468,sphere,polar,0.25,0.111768,5,11,32,0,16,128
1088453,sphere,polar,0.25,0.111768,8,21,44,0,16,128
1088454,sphere,polar,0.25,0.111768,4,11,39,0,16,128
1088455,sphere,polar,0.25,0.111768,37,42,42,0,16,128
1088456,sphere,polar,0.25,0.111768,27,31,31,0,16,128
1088457,sphere,polar,0.25,0.111768,16,19,21,0,16,128
1088430,sphere,polar,0.25,0.223536,0,0,73,0,16,128
1088425,sphere,polar,0.25,0.111768,4,35,35,0,16,128
1088426,sphere,polar,0.25,0.111768,26,45,45,0,16,128
1088427,sphere,polar,0.25,0.111768,2,15,73,0,16,128
1245991,sphere,polar,0.25,0.111768,39,46,118,0,16,128
1245994,sphere,polar,0.25,0.111768,5,26,90,0,16,128
1245995,sphere,polar,0.25,0.111768,15,22,81,0,16,128
1245998,sphere,polar,0.25,0.111768,76,111,111,0,16,128
1245987,sphere,polar,0.25,0.111768,63,127,127,0,16,128
1245990,sphere,polar,0.25,0.111768,25,38,114,0,16,128
1245974,sphere,polar,0.25,0.223536,17,93,93,0,16,128
856649,sphere,polar,0.25,0.055884,17,36,36,0,16,128
856650,sphere,polar,0.25,0.055884,1,4,32,0,16,128
856651,sphere,polar,0.25,0.055884,14,14,34,0,16,128
856585,sphere,polar,0.25,0.111768,11,30,106,0,16,128
856208,sphere,polar,0.25,0.111768,3,19,105,0,16,128
856212,sphere,polar,0.25,0.111768,20,28,70,0,16,128
856213,sphere,polar,0.25,0.111768,11,16,47,0,16,128
856159,sphere,polar,0.25,0.111768,34,51,51,0,16,128
856160,sphere,polar,0.25,0.111768,62,80,80,0,16,128
856163,sphere,polar,0.25,0.111768,4,8,17,0,16,128
856165,sphere,polar,0.25,0.055884,3,8,34,0,16,128
856166,sphere,polar,0.25,0.055884,24,31,31,0,16,128
307193,sphere,polar,0.25,0.111768,1,74,74,0,16,128
307194,sphere,polar,0.25,0.111768,0,10,73,0,16,128
307113,sphere,polar,0.25,0.111768,41,81,81,0,16,128
307114,sphere,polar,0.25,0.111768,30,38,38,0,16,128
307119,sphere,polar,0.25,0.111768,10,17,35,0,16,128
307120,sphere,polar,0.25,0.111768,8,30,75,0,16,128
307104,sphere,polar,0.25,0.111768,62,79,79,0,16,128
307107,sphere,polar,0.25,0.111768,21,33,66,0,16,128
307108,sphere,polar,0.25,0.111768,20,26,63,0,16,128
307111,sphere,polar,0.25,0.111768,48,64,64,0,16,128
307077,sphere,polar,0.25,0.111768,3,23,40,0,16,128
307078,sphere,polar,0.25,0.111768,0,15,37,0,16,128
307080,sphere,polar,0.25,0.111768,11,13,60,0,16,128
307082,sphere,polar,0.25,0.111768,13,14,22,0,16,128
307083,sphere,polar,0.25,0.111768,31,48,48,0,16,128
307074,sphere,polar,0.25,0.111768,0,16,79,0,16,128
101194,sphere,polar,0.25,0.894145,0,67,94,0,16,128
100898,sphere,polar,0.25,0.111768,8,16,85,0,16,128
100877,sphere,polar,0.25,0.111768,2,2,34,0,16,128
100787,sphere,polar,0.25,0.111768,1,34,115,0,16,128
100788,sphere,polar,0.25,0.111768,0,16,73,0,16,128
100789,sphere,polar,0.25,0.111768,0,15,52,0,16,128
100754,sphere,polar,0.25,0.111768,0,11,85,0,16,128
100761,sphere,polar,0.25,0.111768,0,3,34,0,16,128
100746,sphere,polar,0.25,0.111768,0,18,77,0,16,128
100747,sphere,polar,0.25,0.111768,1,14,45,0,16,128
100748,sphere,polar,0.25,0.111768,4,28,105,0,16,128
100749,sphere,polar,0.25,0.111768,0,3,17,0,16,128
100751,sphere,polar,0.25,0.111768,99,108,108,0,16,128
100752,sphere,polar,0.25,0.111768,56,64,64,0,16,128
100753,sphere,polar,0.25,0.111768,42,55,55,0,16,128
645582,sphere,polar,0.25,0.111768,4,19,38,0,16,128
